Date,Stock,Direction,EntryTime,EntryPrice,Qty,ExitTime,ExitPrice,PnL,Return,ExitType
2025-08-01,CHALET,SHORT,2025-08-01 11:26:00,956.0,1046,2025-08-01 11:29:00,953.39725,2722.476500000015,0.002722476500000015,TrailingSL
2025-08-01,HINDUNILVR,SHORT,2025-08-01 11:30:00,2556.1,391,2025-08-01 14:45:00,2555.92675,67.74074999993172,6.774074999993172e-05,TrailingSL
2025-08-01,SUZLON,LONG,2025-08-01 11:35:00,64.88,15413,2025-08-01 12:02:00,65.20725,5043.9042500001,0.0050439042500001,TrailingSL
2025-08-01,CHAMBLFERT,SHORT,2025-08-01 11:37:00,524.1,1908,2025-08-01 14:31:00,523.950375,285.48450000002777,0.0002854845000000278,TrailingSL
2025-08-01,CHALET,SHORT,2025-08-01 11:40:00,950.0,1052,2025-08-01 11:40:00,948.611625,1460.5704999999962,0.0014605704999999963,TrailingSL
2025-08-01,NETWEB,LONG,2025-08-01 11:46:00,2254.7,443,2025-08-01 11:51:00,2243.4265,-4994.160499999905,-0.004994160499999905,StopLoss
2025-08-01,CHALET,SHORT,2025-08-01 11:46:00,938.65,1065,2025-08-01 11:50:00,943.3432499999999,-4998.311249999916,-0.004998311249999916,StopLoss
2025-08-01,CHALET,SHORT,2025-08-01 11:59:00,938.5,1065,2025-08-01 12:13:00,939.9975000000001,-1594.8375000000628,-0.0015948375000000628,TrailingSL
2025-08-01,SUZLON,LONG,2025-08-01 12:18:00,65.3,15313,2025-08-01 12:59:00,65.495075,2987.1834750000426,0.0029871834750000424,TrailingSL
2025-08-01,CHALET,SHORT,2025-08-01 12:39:00,948.0,1054,2025-08-01 12:49:00,949.619125,-1706.5577500000566,-0.0017065577500000565,TrailingSL
2025-08-01,CHALET,SHORT,2025-08-01 12:56:00,946.15,1056,2025-08-01 13:09:00,944.0275,2241.3599999999424,0.0022413599999999423,TrailingSL
2025-08-01,EICHERMOT,LONG,2025-08-01 12:56:00,5593.0,178,2025-08-01 13:37:00,5586.28625,-1195.0474999999806,-0.0011950474999999805,TrailingSL
2025-08-01,SUZLON,LONG,2025-08-01 13:17:00,65.7,15220,2025-08-01 14:15:00,66.299,9116.780000000057,0.009116780000000057,TrailingSL
2025-08-01,CHALET,SHORT,2025-08-01 13:28:00,940.1,1063,2025-08-01 13:33:00,935.9675000000001,4392.847499999933,0.004392847499999932,TrailingSL
2025-08-01,CHALET,SHORT,2025-08-01 13:39:00,925.65,1080,2025-08-01 13:51:00,930.2782499999998,-4998.509999999856,-0.004998509999999855,StopLoss
2025-08-01,CHALET,SHORT,2025-08-01 13:56:00,928.5,1077,2025-08-01 14:03:00,923.625625,5249.701874999985,0.0052497018749999855,TrailingSL
2025-08-01,CHALET,SHORT,2025-08-01 14:09:00,916.2,1091,2025-08-01 14:16:00,912.5935000000001,3934.6914999999813,0.003934691499999981,TrailingSL
2025-08-01,SUZLON,LONG,2025-08-01 14:35:00,66.24,15096,2025-08-01 15:06:00,66.1005,-2105.8919999999725,-0.0021058919999999725,TrailingSL
2025-08-01,CHALET,SHORT,2025-08-01 14:37:00,910.65,1098,2025-08-01 14:42:00,898.8915000000001,12910.832999999904,0.012910832999999905,TrailingSL
2025-08-01,JSWENERGY,SHORT,2025-08-01 14:52:00,511.85,1953,2025-08-01 15:25:00,514.4092499999999,-4998.215249999817,-0.004998215249999817,StopLoss
2025-08-01,CHAMBLFERT,SHORT,2025-08-01 15:03:00,519.0,1926,2025-08-01 15:15:00,518.912875,167.80275000002803,0.00016780275000002803,TrailingSL
2025-08-01,CHALET,SHORT,2025-08-01 15:07:00,904.1,1106,2025-08-01 15:07:00,908.6204999999999,-4999.672999999841,-0.004999672999999841,StopLoss
2025-08-01,CHALET,SHORT,2025-08-01 15:16:00,886.3,1128,2025-08-01 15:16:00,878.5400000000001,8753.27999999986,0.00875327999999986,TrailingSL
2025-08-04,ABB,SHORT,2025-08-04 11:27:00,5086.5,196,2025-08-04 11:27:00,5111.9325,-4984.769999999979,-0.004984769999999979,StopLoss
2025-08-04,ABB,SHORT,2025-08-04 11:36:00,5071.5,197,2025-08-04 12:09:00,5052.10875,3820.0762499999355,0.0038200762499999356,TrailingSL
2025-08-04,PNBHOUSING,SHORT,2025-08-04 11:36:00,775.15,1290,2025-08-04 12:07:00,779.0257499999999,-4999.717499999904,-0.004999717499999904,StopLoss
2025-08-04,UPL,LONG,2025-08-04 11:42:00,709.1,1410,2025-08-04 11:56:00,705.5545000000001,-4999.154999999926,-0.004999154999999926,StopLoss
2025-08-04,FEDERALBNK,LONG,2025-08-04 11:44:00,195.87,5105,2025-08-04 15:29:00,196.3,2195.1500000000347,0.0021951500000000346,EOD_SquareOff
2025-08-04,DELHIVERY,LONG,2025-08-04 11:56:00,455.0,2197,2025-08-04 13:00:00,454.565,-955.6950000000049,-0.000955695000000005,TrailingSL
2025-08-04,MCX,LONG,2025-08-04 12:07:00,8016.0,124,2025-08-04 13:28:00,7999.55,-2039.7999999999774,-0.0020397999999999775,TrailingSL
2025-08-04,TATAPOWER,LONG,2025-08-04 12:37:00,386.7,2585,2025-08-04 14:36:00,386.82687500000003,327.9718750001058,0.00032797187500010577,TrailingSL
2025-08-04,UPL,LONG,2025-08-04 12:37:00,710.55,1407,2025-08-04 14:24:00,714.0541250000001,4930.303875000222,0.004930303875000222,TrailingSL
2025-08-04,DELHIVERY,LONG,2025-08-04 13:40:00,456.45,2190,2025-08-04 15:15:00,460.470375,8804.621250000004,0.008804621250000004,TrailingSL
2025-08-04,SARDAEN,LONG,2025-08-04 15:16:00,527.15,1896,2025-08-04 15:29:00,527.15,0.0,0.0,EOD_SquareOff
2025-08-04,DELHIVERY,LONG,2025-08-04 15:17:00,462.25,2163,2025-08-04 15:29:00,461.0,-2703.75,-0.00270375,EOD_SquareOff
2025-08-04,JIOFIN,LONG,2025-08-04 15:26:00,335.0,2985,2025-08-04 15:29:00,334.55,-1343.2499999999661,-0.0013432499999999662,EOD_SquareOff
2025-08-05,GODFRYPHLP,LONG,2025-08-05 11:26:00,9881.5,101,2025-08-05 11:44:00,9832.0925,-4990.157499999934,-0.004990157499999934,StopLoss
2025-08-05,M&M,LONG,2025-08-05 11:27:00,3200.9,312,2025-08-05 14:15:00,3197.835,-956.280000000017,-0.000956280000000017,TrailingSL
2025-08-05,RELIANCE,SHORT,2025-08-05 11:31:00,1395.7,716,2025-08-05 15:29:00,1390.0,4081.2000000000326,0.004081200000000032,EOD_SquareOff
2025-08-05,GODFRYPHLP,LONG,2025-08-05 11:46:00,9881.5,101,2025-08-05 15:20:00,9832.0925,-4990.157499999934,-0.004990157499999934,StopLoss
2025-08-05,JIOFIN,SHORT,2025-08-05 11:56:00,333.4,2999,2025-08-05 15:29:00,332.65,2249.25,0.00224925,EOD_SquareOff
2025-08-05,SARDAEN,LONG,2025-08-05 13:16:00,545.8,1832,2025-08-05 13:20:00,550.2916250000001,8228.657000000207,0.008228657000000207,TrailingSL
2025-08-05,PAYTM,SHORT,2025-08-05 13:26:00,1056.8,946,2025-08-05 13:40:00,1057.875,-1016.950000000043,-0.0010169500000000431,TrailingSL
2025-08-05,KAYNES,SHORT,2025-08-05 14:48:00,6311.0,158,2025-08-05 15:19:00,6342.554999999999,-4985.689999999902,-0.004985689999999902,StopLoss
2025-08-05,GODFRYPHLP,LONG,2025-08-05 15:26:00,9881.5,101,2025-08-05 15:29:00,9881.5,0.0,0.0,EOD_SquareOff
2025-08-05,M&M,LONG,2025-08-05 15:28:00,3215.6,310,2025-08-05 15:29:00,3213.0,-805.9999999999718,-0.0008059999999999718,EOD_SquareOff
2025-08-06,WAAREEENER,LONG,2025-08-06 11:31:00,3220.0,310,2025-08-06 12:34:00,3222.94525,913.0275000000665,0.0009130275000000666,TrailingSL
2025-08-06,BHARTIARTL,SHORT,2025-08-06 11:32:00,1931.7,517,2025-08-06 15:29:00,1924.0,3980.9000000000233,0.003980900000000023,EOD_SquareOff
2025-08-06,BEL,SHORT,2025-08-06 11:36:00,387.25,2582,2025-08-06 12:18:00,389.18625,-4999.39749999993,-0.00499939749999993,StopLoss
2025-08-06,GODFRYPHLP,LONG,2025-08-06 11:37:00,10700.0,93,2025-08-06 12:07:00,10773.5875,6843.637499999966,0.006843637499999966,TrailingSL
2025-08-06,HDFCBANK,LONG,2025-08-06 11:46:00,1979.8,505,2025-08-06 15:29:00,1987.0,3636.0000000000227,0.003636000000000023,EOD_SquareOff
2025-08-06,LUPIN,SHORT,2025-08-06 11:46:00,1843.1,542,2025-08-06 12:02:00,1852.3154999999997,-4994.800999999888,-0.004994800999999887,StopLoss
2025-08-06,BSE,SHORT,2025-08-06 11:47:00,2284.0,437,2025-08-06 12:01:00,2295.4199999999996,-4990.5399999998335,-0.004990539999999833,StopLoss
2025-08-06,NEWGEN,SHORT,2025-08-06 11:58:00,932.7,1072,2025-08-06 12:01:00,937.3634999999999,-4999.271999999877,-0.004999271999999877,StopLoss
2025-08-06,BSE,LONG,2025-08-06 12:06:00,2397.2,417,2025-08-06 12:06:00,2396.8875000000003,-130.31249999981037,-0.00013031249999981038,TrailingSL
2025-08-06,BSE,LONG,2025-08-06 12:23:00,2420.5,413,2025-08-06 12:37:00,2408.3975,-4998.332499999985,-0.004998332499999985,StopLoss
2025-08-06,GODFRYPHLP,LONG,2025-08-06 12:41:00,10824.0,92,2025-08-06 15:29:00,10861.5,3450.0,0.00345,EOD_SquareOff
2025-08-06,BSE,LONG,2025-08-06 12:46:00,2417.2,413,2025-08-06 12:51:00,2405.114,-4991.517999999911,-0.004991517999999911,StopLoss
2025-08-06,BSE,LONG,2025-08-06 13:16:00,2404.4,415,2025-08-06 13:24:00,2392.378,-4989.129999999973,-0.004989129999999973,StopLoss
2025-08-06,WAAREEENER,LONG,2025-08-06 13:20:00,3214.8,311,2025-08-06 14:33:00,3198.726,-4999.014000000021,-0.004999014000000021,StopLoss
2025-08-06,BSE,LONG,2025-08-06 13:37:00,2398.2,416,2025-08-06 15:11:00,2386.209,-4988.255999999994,-0.004988255999999994,StopLoss
2025-08-06,WAAREEENER,LONG,2025-08-06 15:11:00,3222.7,310,2025-08-06 15:29:00,3206.5865,-4995.184999999979,-0.004995184999999978,StopLoss
2025-08-06,INFY,SHORT,2025-08-06 15:26:00,1433.0,697,2025-08-06 15:29:00,1433.0,0.0,0.0,EOD_SquareOff
2025-08-07,BHEL,SHORT,2025-08-07 11:26:00,224.2,4460,2025-08-07 11:53:00,225.32099999999997,-4999.659999999914,-0.0049996599999999145,StopLoss
2025-08-07,KOTAKBANK,LONG,2025-08-07 11:31:00,1985.2,503,2025-08-07 15:29:00,1994.2,4527.0,0.004527,EOD_SquareOff
2025-08-07,SARDAEN,SHORT,2025-08-07 11:32:00,562.0,1779,2025-08-07 11:38:00,563.041375,-1852.6061250000291,-0.0018526061250000291,TrailingSL
2025-08-07,ETERNAL,LONG,2025-08-07 11:37:00,299.65,3337,2025-08-07 12:00:00,298.15175,-4999.660249999948,-0.004999660249999948,StopLoss
2025-08-07,SARDAEN,SHORT,2025-08-07 11:50:00,561.65,1780,2025-08-07 12:32:00,560.7745000000001,1558.3899999997766,0.0015583899999997766,TrailingSL
2025-08-07,GODFRYPHLP,SHORT,2025-08-07 12:06:00,10171.5,98,2025-08-07 13:03:00,9968.07,19936.14000000003,0.01993614000000003,Target
2025-08-07,SARDAEN,SHORT,2025-08-07 13:18:00,562.15,1778,2025-08-07 13:45:00,562.1850000000001,-62.23000000014554,-6.223000000014553e-05,TrailingSL
2025-08-07,GODFRYPHLP,SHORT,2025-08-07 13:20:00,9996.0,100,2025-08-07 13:37:00,9923.875,7212.5,0.0072125,TrailingSL
2025-08-07,LUPIN,LONG,2025-08-07 13:46:00,1925.0,519,2025-08-07 15:21:00,1938.0547500000002,6775.415250000125,0.006775415250000125,TrailingSL
2025-08-07,GODFRYPHLP,SHORT,2025-08-07 13:47:00,9878.5,101,2025-08-07 13:59:00,9927.892499999998,-4988.642499999809,-0.004988642499999809,StopLoss
2025-08-07,ETERNAL,LONG,2025-08-07 14:16:00,299.55,3338,2025-08-07 14:22:00,298.05225,-4999.489499999988,-0.004999489499999988,StopLoss
2025-08-07,ETERNAL,LONG,2025-08-07 15:13:00,302.0,3311,2025-08-07 15:29:00,302.95,3145.4499999999625,0.0031454499999999624,EOD_SquareOff
2025-08-08,TITAN,LONG,2025-08-08 11:26:00,3470.0,288,2025-08-08 12:38:00,3463.6265000000003,-1835.567999999912,-0.001835567999999912,TrailingSL
2025-08-08,HDFCBANK,SHORT,2025-08-08 11:27:00,1975.1,506,2025-08-08 15:29:00,1972.0,1568.599999999954,0.0015685999999999539,EOD_SquareOff
2025-08-08,CUMMINSIND,LONG,2025-08-08 11:28:00,3801.0,263,2025-08-08 12:22:00,3877.02,19993.259999999995,0.019993259999999995,Target
2025-08-08,KALYANKJIL,SHORT,2025-08-08 11:29:00,545.0,1834,2025-08-08 11:38:00,545.813125,-1491.271250000025,-0.001491271250000025,TrailingSL
2025-08-08,KALYANKJIL,SHORT,2025-08-08 11:48:00,544.2,1837,2025-08-08 12:52:00,540.92675,6012.960250000138,0.006012960250000138,TrailingSL
2025-08-08,CUMMINSIND,LONG,2025-08-08 12:26:00,3887.8,257,2025-08-08 12:29:00,3868.3610000000003,-4995.822999999962,-0.004995822999999962,StopLoss
2025-08-08,AUBANK,SHORT,2025-08-08 12:36:00,750.5,1332,2025-08-08 15:29:00,736.0,19314.0,0.019314,EOD_SquareOff
2025-08-08,TITAN,LONG,2025-08-08 12:56:00,3474.9,287,2025-08-08 15:03:00,3457.5255,-4986.481499999971,-0.004986481499999971,StopLoss
2025-08-08,CUMMINSIND,LONG,2025-08-08 12:56:00,3861.8,258,2025-08-08 13:29:00,3842.491,-4981.722000000051,-0.00498172200000005,StopLoss
2025-08-08,ETERNAL,LONG,2025-08-08 12:56:00,302.0,3311,2025-08-08 15:28:00,300.49,-4999.60999999997,-0.0049996099999999695,StopLoss
2025-08-08,BHARTIARTL,LONG,2025-08-08 13:01:00,1874.7,533,2025-08-08 14:08:00,1865.3265000000001,-4996.075499999958,-0.004996075499999958,StopLoss
